128 deleg 1 Term Freq:[0.000, 0.000, 0.016, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
129 depart 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.021, 0.000]
130 depth 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.014, 0.000, 0.000, 0.000, 0.000]
131 deputi 2 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.025, 0.014, 0.000, 0.000, 0.000, 0.000]
132 derrick 1 Term Freq:[0.005, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
133 describ 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.000, 0.000]
134 destroy 2 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.008, 0.000, 0.000]
135 detect 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.021, 0.000]
136 develop 3 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.012, 0.000, 0.000]
137 digit 2 Term Freq:[0.000, 0.016, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
138 dinghi 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.000, 0.000]
139 direct 2 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.008, 0.000, 0.000]
140 director 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.000, 0.000]
141 disast 2 Term Freq:[0.000, 0.000, 0.000, 0.013, 0.025, 0.000, 0.000, 0.000, 0.000, 0.000]
142 dismal 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.018]
143 divis 1 Term Freq:[0.005, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
144 doe 2 Term Freq:[0.000, 0.000, 0.000, 0.013, 0.000, 0.014, 0.000, 0.000, 0.000, 0.000]
145 doubl 2 Term Freq:[0.005, 0.008, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
146 doubt 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.014, 0.000, 0.000, 0.000, 0.000]
147 dover 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.000, 0.000]
148 dow 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.018]
149 downturn 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.018]
150 drew 1 Term Freq:[0.005, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
151 drive 2 Term Freq:[0.009, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
152 duke 1 Term Freq:[0.000, 0.008, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
153 dump 1 Term Freq:[0.000, 0.000, 0.016, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
154 dunk 1 Term Freq:[0.005, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
155 eagl 4 Term Freq:[0.000, 0.033, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
156 earli 4 Term Freq:[0.005, 0.008, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.000, 0.018]
157 earn 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.018]
158 east 3 Term Freq:[0.000, 0.016, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.000, 0.000]
159 effort 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.000, 0.000]
160 egyptian 1 Term Freq:[0.000, 0.000, 0.016, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
161 ehud 1 Term Freq:[0.000, 0.000, 0.016, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
162 elden 1 Term Freq:[0.005, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
163 element 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.000, 0.000]
164 encourag 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.018]
165 enter 1 Term Freq:[0.000, 0.008, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
166 entic 1 Term Freq:[0.005, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
167 environ 1 Term Freq:[0.000, 0.000, 0.016, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
168 estim 1 Term Freq:[0.000, 0.000, 0.016, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
169 estrada 1 Term Freq:[0.000, 0.000, 0.016, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
170 evid 2 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.008, 0.000, 0.000]
171 exclud 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.014, 0.000, 0.000, 0.000, 0.000]
172 explos 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.025, 0.000, 0.000, 0.000, 0.000, 0.000]
173 extend 1 Term Freq:[0.005, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
174 eyewitnesss 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.000, 0.000]
175 face 1 Term Freq:[0.000, 0.000, 0.000, 0.013, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
176 famin 1 Term Freq:[0.005, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
177 fan 1 Term Freq:[0.005, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
178 far 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.000, 0.000]
179 fbi 2 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.008, 0.000, 0.000]
180 feast 1 Term Freq:[0.005, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
181 field 1 Term Freq:[0.000, 0.008, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
182 final 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.014, 0.000, 0.000, 0.000, 0.000]
183 finger 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.000, 0.000]
184 finish 1 Term Freq:[0.005, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
185 firework 1 Term Freq:[0.000, 0.000, 0.016, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
186 firm 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.025, 0.000, 0.000, 0.000, 0.000, 0.000]
187 float 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.000, 0.000]
188 flown 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.000, 0.000]
189 flu 1 Term Freq:[0.005, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
190 follow 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.000, 0.000]
191 forc 3 Term Freq:[0.005, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.021, 0.000]
192 foreign 1 Term Freq:[0.000, 0.000, 0.000, 0.013, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
193 forens 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.000, 0.000]
194 forward 1 Term Freq:[0.005, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
195 foul 1 Term Freq:[0.005, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
196 fourth 2 Term Freq:[0.009, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
197 fragil 1 Term Freq:[0.000, 0.000, 0.016, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
198 free 4 Term Freq:[0.014, 0.008, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
199 freeh 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.000, 0.000]
200 freez 1 Term Freq:[0.000, 0.000, 0.016, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
201 fridai 1 Term Freq:[0.005, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
202 fuel 2 Term Freq:[0.000, 0.000, 0.031, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
203 galapago 1 Term Freq:[0.000, 0.000, 0.016, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
204 gallon 1 Term Freq:[0.000, 0.000, 0.016, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
205 game 13 Term Freq:[0.036, 0.041, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
206 gener 2 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.014, 0.000, 0.004, 0.000, 0.000]
207 german 1 Term Freq:[0.000, 0.000, 0.016, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
208 glenn 1 Term Freq:[0.005, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
209 go 1 Term Freq:[0.000, 0.008, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
210 goaltend 1 Term Freq:[0.005, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
211 good 3 Term Freq:[0.005, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.000, 0.018]
212 gov 1 Term Freq:[0.000, 0.000, 0.016, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
213 govern 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.014, 0.000, 0.000, 0.000, 0.000]
214 gradual 1 Term Freq:[0.000, 0.008, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
215 grew 1 Term Freq:[0.005, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
216 group 3 Term Freq:[0.005, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.021, 0.000]
217 gulf 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.021, 0.000]
218 half 2 Term Freq:[0.005, 0.008, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
